14441079,20884,16615,2457399.74305556,9400,1,0,-2066.7644031527,-5692.0410323459,-3975.4551132535,0.0847133098,4.2037497045,-6.097306842,7221.7424405057,0.0039940001,1.7243468118,1.2772401049,1.3242809399,2.4531110657,1945.9978635826,4360.534070584,5335.2653278168,-0.6696287611,-5.6444055453,4.8339122916,7160.5912147939,0.0023506038,1.7223179546,2.3943887824,1.322488733,4.742593135,7205.2729867884,0.0067631496,1.723187074,1.2378294125,1.3234974658,2.4924023764,0.0064848741,-0.0164493615,-0.0008794814,-0.0070732506,0.0206342643,-0.0125263593,0.0428571444,0.0428571444
10469344,18467,13574,2457399.91666667,13900,2,0,6739.9426387928,96.3505302085,-2489.025754943,2.6262488406,-1.1476301007,6.8818604833,7198.6388443944,0.0087987861,1.7204831942,4.5548786503,6.241761475,1.3704013377,653.3898434909,-1104.1181075208,7110.0347484464,-7.3866964061,0.2320605742,0.6848004907,7213.7909098487,0.0042696788,1.7206249967,3.415713871,6.2377909772,4.3408356262,7183.3967346509,0.0060749578,1.7209891594,4.3002533797,6.2415700816,1.6249980182,-0.0206329524,-0.0030353824,-0.0012002133,-0.0158506765,0.0303243299,-0.0096261699,0.05643489,0.05643489
8558581,16615,20884,2457399.74305556,10000,1,0,-2060.0920609427,-5943.5280166501,-3435.8069074124,-0.0618011298,3.7361150412,-6.4530112366,7166.5717903683,0.0017441312,1.7222539569,1.9941685362,1.3206046799,1.6536781853,1283.6805193926,635.6651290036,7047.4776855279,-1.6460865858,-7.2076839694,0.9512128288,7209.673975584,0.0025149634,1.7244762107,1.3750315595,1.3263368242,0.0664402679,7185.4130195074,0.0025938942,1.7238529978,3.3513080537,1.3215017903,0.2966747322,-0.0110493832,0.0143160666,-0.0028799369,0.0350643317,-0.0190795691,0.0151884353,0.0610230482,0.0610230482
22502339,26236,26280,2457400.03240741,12400,2,0,1069.8084907098,447.8506196731,-6992.9434179061,5.5274918535,-5.0764975811,0.5226191284,7134.7493845645,0.0064932897,1.7196062674,4.8254485533,5.5507321578,6.2401509461,3739.6730945989,-2227.4996105969,-5602.7594207176,4.0225293428,-4.5139477016,4.4739133375,7144.6615695773,0.0069877026,1.719770583,5.2731644336,5.551570373,0.0851696005,7078.9497456419,0.0024678513,1.7195251926,2.6338149986,5.551899523,2.1487722219,-0.0131715379,0.027290869,-0.0181061625,0.0148153513,-0.021988936,0.0225068997,0.0700791918,0.0700791918
9302144,17121,20884,2457399.98611111,13900,2,0,1800.9729027149,6916.8584986819,988.2336452033,0.8278934802,-1.2647904313,7.2569125007,7177.1937290647,0.005569584,1.7210125616,2.9898730236,1.3370061633,3.4322794046,428.0260899595,-2616.1002863125,6690.1561034086,-2.0366165535,-6.7239026241,-2.4796827151,7211.4496006405,0.0032057471,1.7244573555,1.0635241554,1.3313814063,0.8531949912,7206.6586289996,0.0017308145,1.7223817815,2.4956962642,1.3371998962,3.9264852876,0.0122908922,-0.0022558099,0.0138256183,-0.0429367861,-0.0007466748,0.0293348868,0.0706424044,0.0706424044
7281844,13574,18467,2457399.91666667,13900,2,0,7065.1825816065,-90.3812449244,-1650.8233913672,1.6537436956,-1.1540559833,7.1184865105,7230.5034866865,0.00359889,1.7204498395,3.1011340285,6.2351582414,2.9498895963,971.8548931193,-1111.0721641547,7103.9709041214,-7.302981545,0.1298550452,1.015815289,7183.2953227811,0.010092706,1.7206448491,4.5255834419,6.2444071078,3.1881596376,7243.4557422835,0.0025487975,1.7193832594,3.7280362874,6.2354132156,2.3230252184,0.0103508888,0.006871333,0.0056201541,0.0294410999,-0.0678952867,-0.0038055027,0.0877375499,0.0877375499
9242739,17121,16615,2457399.5462963,12400,2,0,-1141.0153146066,-146.5674395288,-7079.7151497049,1.7076047142,7.2344091519,-0.4691788927,7159.658724483,0.006128915,1.7211986157,2.7791804316,1.3294340386,1.8753098014,-214.7299701379,3133.6462960531,-6456.6500715667,2.1320975082,6.4397373851,3.0513486397,7155.9304040351,0.0034027033,1.7223677932,2.1120095876,1.3198317999,3.0286900035,7108.0534792116,0.0101437083,1.7208393572,1.9702741264,1.3232155416,2.6832854541,0.039193176,-0.0370909235,0.0046008913,0.0332113877,0.0174391364,0.0016992676,0.091707333,0.091707333
14449681,20884,17121,2457399.99768519,10000,1,0,1605.2229235628,2199.8339779998,6656.7104920725,-1.2872082465,-6.8760836571,2.5754030161,7211.5803575625,0.0028366833,1.72445585,1.5402028313,1.3286873036,5.9557243122,35.4406974882,4071.2850061915,-5937.938564844,2.0174473034,5.9064878224,4.0174017082,7165.1107377305,0.0068995321,1.7211413401,2.9458185718,1.339317498,2.3507635057,7189.0045012265,0.0022195912,1.7257656828,2.9881658629,1.33223285,4.5083062414,0.0266305891,0.0013341533,-0.0170203152,-0.0632542885,0.0181934592,-0.0174187824,0.0997178606,0.0997178606
22749841,26280,26236,2457400.03240741,13000,2,0,2062.0068798721,-490.8426904429,-6773.73910555,5.183337095,-5.0750129317,1.9659041641,7139.301870742,0.0063801815,1.7198263424,5.3956771488,5.5490470021,5.8650073775,5036.9600307934,-3857.8779745106,-3224.1374174138,1.9402664791,-3.0557419042,6.5695387067,7149.1004622784,0.0084390747,1.719457284,4.7938003036,5.553396818,1.0135480466,7223.9272923044,0.0179122969,1.7185262546,5.201444771,5.5538818808,6.0599545265,0.0517500135,-0.0010201366,0.0264107089,-0.0306885238,0.0216926332,-0.0246473237,0.1030514795,0.1030514795
13052738,20852,23258,2457399.5462963,12100,1,0,-3895.6466971114,-4820.7757157991,3668.7601110708,-3.3711876721,-2.0986726908,-6.2960314557,7211.2378418905,0.0030766001,1.7220073518,1.4323711473,0.8008224714,1.1679177347,-2539.7238292085,-3831.8696797479,5547.3018329284,-4.5507545212,-3.6534232482,-4.6166486344,7210.3522823107,0.0012697738,1.7235854015,3.1381444715,0.7985785377,5.3934934781,7309.1980546047,0.0146999211,1.7216047273,2.4821077709,0.8010673068,0.1182179433,-0.015439592,-0.0108029261,-0.0467618113,0.0075765195,0.0314387214,0.0482548426,0.1085047384,0.1085047384
