jd,x,y,z,xdot,ydot,zdot
2457401.42242552,3758.47874131104,-5673.40323687417,1428.247691579,5.92657235133089,3.39158381560443,-3.63336052331753
2457401.42249694,3794.96632790574,-5652.34592444712,1405.79424094091,5.89893190278802,3.43302828191579,-3.64373116247408
2457401.42256836,3831.28245287976,-5631.03323198717,1383.27727487342,5.8710021478444,3.47435157706744,-3.65394561390359
2457401.42263979,3867.42533389292,-5609.46591440983,1360.69775962061,5.84278405008497,3.51555137692566,-3.66400309660552
2457401.42271121,3903.39319461821,-5587.64474097015,1338.05666622211,5.81427859479513,3.55662535824784,-3.67390283738416
2457401.42278263,3939.18426487581,-5565.57049525655,1315.3549704645,5.78548678897945,3.59757119890396,-3.68364407096061
2457401.42285406,3974.79678076716,-5543.24397518321,1292.59365283222,5.75640966137746,3.63838657809953,-3.69322604008452
2457401.42292548,4010.22898480911,-5520.6659929812,1269.77369845758,5.72704826247633,3.67906917659982,-3.70264799564535
2457401.4229969,4045.47912606816,-5497.83737518813,1246.89609707026,5.69740366452059,3.71961667695548,-3.71190919678335
2457401.42306833,4080.54546029477,-5474.75896263643,1223.96184294599,5.66747696151878,3.76002676372947,-3.72100891100003
2457401.42313975,4115.42625005765,-5451.43161044024,1200.97193485468,5.63726926924695,3.80029712372522,-3.72994641426818
2457401.42321117,4150.1197648781,-5427.85618798088,1177.92737600775,5.60678172524912,3.84042544621604,-3.73872099114152
2457401.4232826,4184.62428136433,-5404.03357889087,1154.82917400489,5.57601548883454,3.8804094231757,-3.74733193486372
2457401.42335402,4218.93808334578,-5379.9646810366,1131.67834078005,5.54497174107183,3.92024674951018,-3.75577854747694
2457401.42342544,4253.05946200733,-5355.65040649947,1108.47589254683,5.51365168477984,3.95993512329052,-3.76406013992986
2457401.42349687,4286.98671602349,-5331.09168155564,1085.2228497432,5.48205654451544,3.99947224598669,-3.77217603218506
2457401.42356829,4320.71815169254,-5306.28944665439,1061.92023697555,5.45018756655794,4.03885582270258,-3.78012555332579
2457401.42363971,4354.25208307047,-5281.24465639489,1038.56908296205,5.41804601889031,4.07808356241189,-3.78790804166217
2457401.42371114,4387.5868321049,-5255.95827950164,1015.17042047539,5.38563319117713,4.11715317819501,-3.79552284483662
2457401.42378256,4420.72072876873,-5230.43129879836,991.725286284895,5.35295039473922,4.15606238747673,-3.80296931992872
2457401.42385398,4453.65211119376,-5204.66471118049,968.23472109794,5.31999896252495,4.19480891226493,-3.81024683355921
2457401.42392541,4486.37932580403,-5178.65952758612,944.699769500766,5.28678024907822,4.2333904793899,-3.81735476199337
2457401.42399683,4518.90072744896,-5152.41677296553,921.121479898638,5.25329563050311,4.2718048207446,-3.82429249124352
2457401.42406825,4551.21467953632,-5125.93748624918,897.500904455391,5.21954650442508,4.31004967352553,-3.83105941717078
2457401.42413968,4583.31955416486,-5099.22272031425,873.839099032335,5.1855342899489,4.34812278047428,-3.83765494558599
2457401.4242111,4615.21373225677,-5072.27354194966,850.137123126548,5.15126042761307,4.38602189011974,-3.84407849234973
2457401.42428252,4646.89560368976,-5045.09103181964,826.396039808554,5.11672637934087,4.42374475702087,-3.85032948347149
2457401.42435395,4678.36356742889,-5017.67628442571,802.616915659391,5.08193362838799,4.46128914200998,-3.85640735520791
2457401.42442537,4709.61603165801,-4990.03040806729,778.800820707073,5.04688367928671,4.49865281243649,-3.8623115541601
2457401.42449679,4740.65141391091,-4962.15452480068,754.948828362459,5.01157805778657,4.53583354241118,-3.86804153736996
2457401.42456822,4771.46814120205,-4934.04977039658,731.062015354528,4.97601831079167,4.57282911305071,-3.87359677241549
2457401.42463964,4802.06465015689,-4905.71729429612,707.14146166507,4.94020600629445,4.60963731272257,-3.87897673750515
2457401.42471106,4832.43938714182,-4877.15825956536,683.188250462795,4.90414273330593,4.64625593729027,-3.88418092157107
2457401.42478249,4862.59080839364,-4848.37384284827,659.203468036876,4.86783010178257,4.68268279035873,-3.88920882436128
2457401.42485391,4892.51738014858,-4819.36523431818,635.188203729919,4.83126974254955,4.7189156835199,-3.89405995653073
2457401.42492533,4922.21757877083,-4790.13363762779,611.143549870382,4.79446330722054,4.75495243659847,-3.89873383973126
2457401.42499676,4951.68989088059,-4760.68026985752,587.070601704438,4.75741246811405,4.79079087789765,-3.90323000670038
2457401.42506818,4980.93281348153,-4731.00636146252,562.970457327294,4.72011891816618,4.82642884444497,-3.90754800134887
2457401.4251396,5009.94485408778,-4701.11315621803,538.844217613973,4.68258437083984,4.86186418223808,-3.91168737884714
