jd,x,y,z,xdot,ydot,zdot
2457399.55671296,-9761.78580448489,-20654.6393381718,38842.5094066012,1.45314470342702,-0.324449273707224,0.814086185703035
2457399.55722149,-9697.89841673693,-20668.8077680179,38878.1144301468,1.45500542779448,-0.320497952003649,0.806654589355196
2457399.55773002,-9633.92960642627,-20682.8026649947,38913.3930376541,1.45685106709878,-0.316550053955674,0.799227721859541
2457399.55823854,-9569.88003500331,-20696.6241786169,38948.3454352982,1.45868168212248,-0.312605538182965,0.791805510630816
2457399.55874707,-9505.75036126564,-20710.2724565847,38982.9718260699,1.46049733283785,-0.308664363476151,0.784387883312661
2457399.5592556,-9441.54124139357,-20723.7476447915,39017.2724097858,1.46229807841388,-0.304726488794423,0.776974767773861
2457399.55976413,-9377.25332898521,-20737.0498873311,39051.2473830984,1.4640839772233,-0.300791873263168,0.769566092104621
2457399.56027265,-9312.88727509135,-20750.1793265051,39084.8969395054,1.46585508684938,-0.296860476171604,0.762161784612864
2457399.56078118,-9248.44372824996,-20763.1361028297,39118.2212693592,1.4676114640927,-0.292932256970453,0.754761773820553
2457399.56128971,-9183.92333452047,-20775.9203550435,39151.2205598764,1.46935316497771,-0.289007175269614,0.747365988460031
2457399.56179823,-9119.32673751769,-20788.5322201133,39183.894995147,1.47108024475928,-0.285085190835874,0.739974357470383
2457399.56230676,-9054.65457844552,-20800.9718332422,39216.2447561431,1.47279275792904,-0.281166263590616,0.732586809993822
2457399.56281529,-8989.9074961303,-20813.2393278753,39248.2700207281,1.47449075822171,-0.277250353607566,0.725203275372094
2457399.56332382,-8925.08612705398,-20825.334835707,39279.970963665,1.47617429862122,-0.273337421110537,0.7178236831429
2457399.56383234,-8860.19110538693,-20837.2584866873,39311.3477566255,1.4778434313668,-0.269427426471209,0.710447963036344
2457399.56434087,-8795.22306302058,-20849.0104090281,39342.4005681977,1.47949820795891,-0.265520330206913,0.703076044971395
2457399.5648494,-8730.18262959969,-20860.5907292098,39373.1295638948,1.48113867916513,-0.261616092978435,0.695707859052369
2457399.56535792,-8665.07043255446,-20871.9995719877,39403.534906163,1.48276489502589,-0.257714675587841,0.688343335565436
2457399.56586645,-8599.88709713236,-20883.2370603977,39433.6167543895,1.4843769048601,-0.25381603897631,0.680982404975132
2457399.56637498,-8534.63324642967,-20894.3033157625,39463.3752649101,1.48597475727071,-0.249920144221991,0.673624997920906
2457399.56688351,-8469.30950142287,-20905.1984576979,39492.8105910169,1.48755850015019,-0.246026952537868,0.666271045213667
2457399.56739203,-8403.91648099969,-20915.9226041185,39521.9228829657,1.48912818068582,-0.242136425269649,0.658920477832364
2457399.56790056,-8338.45480199002,-20926.4758712431,39550.7122879837,1.49068384536499,-0.23824852389366,0.651573226920572
2457399.56840909,-8272.92507919651,-20936.858373601,39579.1789502758,1.49222553998032,-0.23436321001476,0.644229223783101
2457399.56891762,-8207.327925425,-20947.0702240372,39607.3230110327,1.49375330963478,-0.230480445364272,0.636888399882613
