Orbit Type,Error Type,Mean,Variance,Standard Deviation,median,Max. Error,Min. Error,Interquartile Range
SSO,position error,70.767629143409692,2388.421225730679,48.871476606817183,68.928499624725546,164.9025660830857,0.53161205841242909,95.627473087668335
Orbit Type,Error Type,Mean,Variance,Standard Deviation,median,Max. Error,Min. Error,Interquartile Range
SSO,velocity error,0.073325244454494065,0.0025023711386223707,0.050023705766590008,0.068944786116404255,0.1952889338720927,0.00029910468808759446,0.090671470300328072
