transfer_id_x,departure_object_id_x,arrival_object_id_x,departure_epoch_x,time_of_flight_x,revolutions_x,transfer_delta_v_x,atom_transfer_delta_v_x,atom_dv_ranking,combo,transfer_id_y,departure_object_id_y,arrival_object_id_y,departure_epoch_y,time_of_flight_y,revolutions_y,transfer_delta_v_y,atom_transfer_delta_v_y,lambert_dv_ranking
649714,1863,14135,2457399.55093,15200.0,0,1.69104438566,1.70028349073,145.0,1863-14135,649764,1863,14135,2457399.55208,15200.0,0,1.69022182306,1.70150256086,143.0
11527490,11792,13658,2457399.55671,25600.0,0,1.70537365966,1.7004493796,146.0,11792-13658,11527489,11792,13658,2457399.55671,25200.0,0,1.70469262367,1.70049749487,148.0
22904230,16528,12787,2457399.53935,21600.0,0,1.70025143099,1.70073681909,147.0,16528-12787,22904230,16528,12787,2457399.53935,21600.0,0,1.70025143099,1.70073681909,146.0
4407547,7400,15836,2457399.5,28400.0,0,1.70100567932,1.70124642184,148.0,7400-15836,4407547,7400,15836,2457399.5,28400.0,0,1.70100567932,1.70124642184,147.0
9599150,10485,15741,2457399.53704,29600.0,0,1.70787860404,1.70564210262,149.0,10485-15741,9599150,10485,15741,2457399.53704,29600.0,0,1.70787860404,1.70564210262,150.0
23357500,17081,10155,2457399.55671,29600.0,0,1.70807707322,1.70724156517,150.0,17081-10155,23357500,17081,10155,2457399.55671,29600.0,0,1.70807707322,1.70724156517,151.0
19400034,15741,10485,2457399.5,23200.0,0,1.7076360235,1.71001725547,151.0,15741-10485,19400034,15741,10485,2457399.5,23200.0,0,1.7076360235,1.71001725547,149.0
16790045,14900,15876,2457399.5,27600.0,0,1.71289027173,1.71182908316,152.0,14900-15876,16790045,14900,15876,2457399.5,27600.0,0,1.71289027173,1.71182908316,152.0
8257100,9980,10155,2457399.54745,29600.0,0,1.72462521087,1.72487370837,153.0,9980-10155,8257100,9980,10155,2457399.54745,29600.0,0,1.72462521087,1.72487370837,155.0
9144635,10155,17081,2457399.54861,23600.0,0,1.72784329788,1.72576420499,154.0,10155-17081,9144635,10155,17081,2457399.54861,23600.0,0,1.72784329788,1.72576420499,156.0
14752494,13882,13897,2457399.55671,27200.0,0,1.71710809383,1.72911549237,155.0,13882-13897,14752494,13882,13897,2457399.55671,27200.0,0,1.71710809383,1.72911549237,153.0
16834400,15206,1318,2457399.54282,29600.0,0,1.73080990939,1.73002004645,156.0,15206-1318,16834400,15206,1318,2457399.54282,29600.0,0,1.73080990939,1.73002004645,157.0
8979981,10155,8701,2457399.55671,22000.0,0,1.73265145971,1.73184667035,157.0,10155-8701,8979981,10155,8701,2457399.55671,22000.0,0,1.73265145971,1.73184667035,158.0
15609450,14136,4298,2457399.54398,29600.0,0,1.72339867323,1.73215375018,158.0,14136-4298,15609450,14136,4298,2457399.54398,29600.0,0,1.72339867323,1.73215375018,154.0
21231238,15996,15644,2457399.52778,24800.0,0,1.73293585511,1.73330112986,159.0,15996-15644,21231238,15996,15644,2457399.52778,24800.0,0,1.73293585511,1.73330112986,160.0
7206162,9329,6058,2457399.52662,14400.0,0,1.73535380333,1.74024696686,160.0,9329-6058,7206162,9329,6058,2457399.52662,14400.0,0,1.73535380333,1.74024696686,161.0
177500,862,15246,2457399.55671,29600.0,0,1.73952528236,1.74129177519,161.0,862-15246,177500,862,15246,2457399.55671,29600.0,0,1.73952528236,1.74129177519,162.0
16301125,14524,16007,2457399.52546,19600.0,0,1.74842438984,1.74617323602,162.0,14524-16007,16301125,14524,16007,2457399.52546,19600.0,0,1.74842438984,1.74617323602,164.0
14499984,13666,13658,2457399.55671,23200.0,0,1.73269749483,1.746781794,163.0,13666-13658,14499984,13666,13658,2457399.55671,23200.0,0,1.73269749483,1.746781794,159.0
7197483,9329,4354,2457399.55671,22800.0,0,1.74722340485,1.74952251496,164.0,9329-4354,7197483,9329,4354,2457399.55671,22800.0,0,1.74722340485,1.74952251496,163.0
1195022,2971,15874,2457399.5,18400.0,0,1.75090634271,1.75172691071,165.0,2971-15874,1195022,2971,15874,2457399.5,18400.0,0,1.75090634271,1.75172691071,165.0
17644989,15246,8840,2457399.55671,25200.0,0,1.75509420071,1.7587397391,166.0,15246-8840,17644989,15246,8840,2457399.55671,25200.0,0,1.75509420071,1.7587397391,166.0
24619981,18953,11792,2457399.55671,22000.0,0,1.76058392115,1.76281092415,167.0,18953-11792,24619981,18953,11792,2457399.55671,22000.0,0,1.76058392115,1.76281092415,167.0
14354978,13658,18953,2457399.55671,20800.0,0,1.76661428689,1.76468325203,168.0,13658-18953,14354978,13658,18953,2457399.55671,20800.0,0,1.76661428689,1.76468325203,168.0
13610000,13016,18949,2457399.55671,29600.0,0,1.76930857796,1.76939677388,169.0,13016-18949,13610000,13016,18949,2457399.55671,29600.0,0,1.76930857796,1.76939677388,169.0
7182492,9329,1318,2457399.55671,26400.0,0,1.77383523021,1.7723461865,170.0,9329-1318,7182492,9329,1318,2457399.55671,26400.0,0,1.77383523021,1.7723461865,171.0
7224994,9329,7545,2457399.55671,27200.0,0,1.77612129077,1.77286531717,171.0,9329-7545,7224994,9329,7545,2457399.55671,27200.0,0,1.77612129077,1.77286531717,172.0
18540022,15402,16483,2457399.5,18400.0,0,1.77798698783,1.77427852613,172.0,15402-16483,18540022,15402,16483,2457399.5,18400.0,0,1.77798698783,1.77427852613,173.0
20448047,15837,13971,2457399.51157,28400.0,0,1.78260903816,1.77480730491,173.0,15837-13971,20448047,15837,13971,2457399.51157,28400.0,0,1.78260903816,1.77480730491,175.0
17262536,15223,15439,2457399.5,24000.0,0,1.77287839958,1.77636967877,174.0,15223-15439,17262536,15223,15439,2457399.5,24000.0,0,1.77287839958,1.77636967877,170.0
14585014,13666,16657,2457399.5,15200.0,0,1.78114488376,1.78237054024,175.0,13666-16657,14585014,13666,16657,2457399.5,15200.0,0,1.78114488376,1.78237054024,174.0
17314991,15223,17333,2457399.55671,26000.0,0,1.78670140361,1.78750522634,176.0,15223-17333,17314991,15223,17333,2457399.55671,26000.0,0,1.78670140361,1.78750522634,177.0
6674987,8621,17563,2457399.55671,24400.0,0,1.78539139437,1.79048714403,177.0,8621-17563,6674987,8621,17563,2457399.55671,24400.0,0,1.78539139437,1.79048714403,176.0
12360039,11909,17081,2457399.5,25200.0,0,1.79311887034,1.79286879214,178.0,11909-17081,12360039,11909,17081,2457399.5,25200.0,0,1.79311887034,1.79286879214,178.0
21385000,16007,10722,2457399.55671,29600.0,0,1.79776943249,1.79710294725,179.0,16007-10722,21385000,16007,10722,2457399.55671,29600.0,0,1.79776943249,1.79710294725,179.0
8402537,9980,17333,2457399.5,24400.0,0,1.79975278313,1.79752245117,180.0,9980-17333,8402537,9980,17333,2457399.5,24400.0,0,1.79975278313,1.79752245117,181.0
10082500,10779,15388,2457399.55671,29600.0,0,1.79785017625,1.80010664688,181.0,10779-15388,10082500,10779,15388,2457399.55671,29600.0,0,1.79785017625,1.80010664688,180.0
