jd,x,y,z,xdot,ydot,zdot
2457400.47222222,41666.1728968623,6450.42308284881,-20.3129024647778,-0.46926774018038,3.04022379653281,0.002690247809198
2457400.4732209,41624.8571211767,6712.62195389494,-20.0803715306376,-0.488377965943691,3.03720367833952,0.00269951560899551
2457400.47421958,41581.8932392326,6974.55504352137,-19.8470455286272,-0.507468690963578,3.03406333066537,0.00270867644441299
2457400.47521826,41537.2829663656,7236.2119830599,-19.6129337039049,-0.526539157489272,3.03080288028834,0.00271772995352282
2457400.47621694,41491.0280832589,7497.58241498831,-19.3780453326728,-0.54558860860544,3.02742245877901,0.00272667577869664
2457400.47721562,41443.1304358696,7758.6559933436,-19.1423897218052,-0.564616288262713,3.0239222024949,0.00273551356661948
2457400.4782143,41393.5919353525,8019.42238413482,-18.905976208476,-0.58362144130817,3.02030225257461,0.00274424296830377
2457400.47921297,41342.4145579819,8279.87126575532,-18.6688141597845,-0.602603313515774,3.01656275493181,0.00275286363910309
2457400.48021165,41289.6003450699,8539.99232939454,-18.4309129723804,-0.621561151616775,3.01270386024899,0.00276137523872578
2457400.48121033,41235.1514028828,8799.7752794492,-18.1922820720874,-0.640494203330067,3.008725723971,0.0027697774312484
2457400.48220901,41179.0699025542,9059.20983393392,-17.9529309135255,-0.659401717392494,3.00462850629847,0.00277806988512894
2457400.48320769,41121.3580799963,9318.28572489132,-17.712868979733,-0.678282943589113,3.00041237218093,0.00278625227321991
2457400.48420637,41062.0182358078,9576.99269880144,-17.4721057817859,-0.697137132783416,2.99607749130981,0.00279432427278117
2457400.48520505,41001.0527351796,9835.32051699063,-17.2306508584178,-0.715963536947488,2.99162403811124,0.00280228556549268
2457400.48620373,40938.4640077982,10093.2589560397,-16.9885137756376,-0.734761409192129,2.98705219173862,0.00281013583746697
2457400.4872024,40874.2545477455,10350.7978081917,-16.7457041263465,-0.753530003796918,2.98236213606501,0.00281787477926148
2457400.48820108,40808.4269133972,10607.9268817584,-16.502231529954,-0.772268576240223,2.97755405967536,0.0028255020858907
2457400.48919976,40740.983727318,10864.636001527,-16.258105631993,-0.790976383229158,2.97262815585849,0.00283301745683812
2457400.49019844,40671.9276761539,11120.9150091653,-16.0133361037333,-0.809652682729488,2.96758462259892,0.00284042059606798
2457400.49119712,40601.2615105228,11376.7537636269,-15.7679326417947,-0.82829673399547,2.96242366256849,0.00284771121203688
2457400.4921958,40528.9880449018,11632.1421415546,-15.521904967759,-0.846907797599645,2.9571454831178,0.00285488901770516
2457400.49319448,40455.1101575121,11887.0700376845,-15.2752628277805,-0.865485135462563,2.95175029626745,0.00286195373054809
2457400.49419316,40379.6307902015,12141.5273652482,-15.0280159921964,-0.88402801088245,2.94623831869905,0.00286890507256693
2457400.49519184,40302.5529483244,12395.5040563744,-14.7801742551355,-0.902535688564815,2.94060977174615,0.0028757427702997
2457400.49619051,40223.8797006186,12648.9900624905,-14.5317474341265,-0.921007434651994,2.93486488138484,0.00288246655483187
2457400.49718919,40143.6141790806,12901.975354722,-14.2827453697049,-0.939442516752625,2.92900387822428,0.00288907616180678
2457400.49818787,40061.7595788378,13154.4499242925,-14.0331779250197,-0.957840203971064,2.92302699749697,0.00289557133143592
2457400.49918655,39978.3191580175,13406.4037829218,-13.7830549854381,-0.976199766936728,2.91693447904881,0.002901951808509
2457400.50018523,39893.2962376149,13657.8269632238,-13.5323864581508,-0.994520477833378,2.91072656732911,0.0029082173424038
2457400.50118391,39806.6942013572,13908.709519103,-13.2811822717753,-1.01280161042832,2.9044035113802,0.00291436768709592
2457400.50218259,39718.5164955659,14159.0415261507,-13.0294523759587,-1.03104244010155,2.89796556482706,0.00292040260116822
2457400.50318127,39628.7666290161,14408.8130820396,-12.7772067409801,-1.04924224387483,2.89141298586662,0.00292632184782017
2457400.50417995,39537.4481727941,14658.0143069181,-12.5244553573513,-1.06740030044065,2.88474603725694,0.00293212519487693
2457400.50517862,39444.5647601516,14906.6353438033,-12.271208235418,-1.08551589019118,2.87796498630619,0.00293781241479831
2457400.5061773,39350.1200863579,15154.666358973,-12.0174754049589,-1.1035882952471,2.87107010486143,0.00294338328468748
