jd,x,y,z,xdot,ydot,zdot
2457400.47222222,41854.64830001,5059.85452731469,-18.0156753363174,-0.368826121102068,3.05291106890614,0.00308936128070284
2457400.47612963,41717.4584132538,6088.87944822449,-16.9673515293257,-0.443869039332215,3.04290015154185,0.0031207740163799
2457400.48003704,41554.9782578097,7114.21312388296,-15.9087416473679,-0.518642414860725,3.03104461138415,0.00315029466735291
2457400.48394444,41367.3064913647,8135.23399590867,-14.8404875091797,-0.593100897884052,3.01735166241751,0.00317790535181041
2457400.48785185,41154.5570500041,9151.32312978142,-13.7632367748602,-0.667199330956573,3.00182963406124,0.00320358934807508
2457400.49175926,40916.8590786316,10161.8645905668,-12.6776425524836,-0.740892776455122,2.98448796604311,0.00322733110471658
2457400.49566667,40654.3568521403,11166.2458167956,-11.5843630014174,-0.814136543906289,2.96533720259513,0.00324911624994833
2457400.49957407,40367.2096873835,12163.8579922698,-10.4840609325897,-0.886886217159684,2.94438898597542,0.00326893160030271
2457400.50348148,40055.5918460004,13154.0964155685,-9.37740340595085,-0.959097681390458,2.92165604932014,0.00328676516857942
2457400.50738889,39719.6924281564,14136.360867028,-8.26506132537456,-1.03072714991452,2.89715220883019,0.0033026061710624
2457400.5112963,39359.7152572649,15110.0559729726,-7.14770903124685,-1.1017311908,2.87089235529745,0.00331644503400089
2457400.5152037,38975.8787557618,16074.591566974,-6.02602389099178,-1.17206675325856,2.8428924449762,0.00332827339935098
2457400.51911111,38568.4158120095,17029.383047919,-4.90068588778412,-1.24169119380053,2.81316948980524,0.00333808412977421
2457400.52301852,38137.5736384131,17973.8517346676,-3.77237720770028,-1.31056230213772,2.78174154698717,0.00334587131289045
2457400.52692593,37683.6136208367,18907.4252170855,-2.64178182555969,-1.37863832681807,2.74862770793116,0.00335163026478249
2457400.53083333,37206.8111594129,19829.5377032372,-1.50958508970966,-1.44587800057655,2.7138480865664,0.00335535753275065
2457400.53474074,36707.4555008442,20739.6303625281,-0.376473306007049,-1.51224056538671,2.67742380703351,0.00335705089731575
2457400.53864815,36185.8495622987,21637.1516645881,0.756866678749197,-1.57768579719768,2.63937699076159,0.00335670937346943
2457400.54255556,35642.3097470113,22521.557713689,1.88974789368055,-1.64217403034147,2.59973074293922,0.00335433321117154
2457400.54646296,35077.1657517014,23392.3125784944,3.02148366073214,-1.7056661815957,2.55850913838777,0.00334992389509416
2457400.55037037,34490.7603659279,24248.8886169396,4.15138801136253,-1.76812377388718,2.51573720684591,0.00334348414361305
2457400.55427778,33883.4492635048,25090.7667960462,5.27877610276605,-1.8295089596218,2.47144091767459,0.00333501790704709
2457400.55818518,33255.6007861046,25917.4370064767,6.40296463337398,-1.88978454362667,2.42564716399205,0.00332453036514724
2457400.56209259,32607.5957191855,26728.3983716379,7.52327225738165,-1.94891400569053,2.37838374624881,0.0033120279238368
2457400.566,31939.8270603769,27523.1595511462,8.63901999804891,-2.00686152268878,2.3296793552528,0.00329751821120511
2457400.56990741,31252.6997804688,28301.2390384708,9.74953165952247,-2.06359199027971,2.27956355465543,0.00328101007275764
2457400.57381481,30546.6305771506,29062.1654525752,10.8541342369296,-2.11907104415882,2.22806676290934,0.00326251356592546
2457400.57772222,29822.0476216499,29805.4778233793,11.9521583244937,-2.17326508085843,2.17522023470918,0.00324203995383786
2457400.58162963,29079.3902984292,30530.725870871,13.0429385214236,-2.22614127807996,2.12105604192693,0.00321960169836212
2457400.58553704,28319.1089380981,31237.4702776972,14.1258138353302,-2.27766761454667,2.06560705405365,0.0031952124524151
2457400.58944444,27541.6645437064,31925.2829550707,15.2001280829254,-2.3278128893649,2.00890691815982,0.00316888705155151
2457400.59335185,26747.5285105849,32593.7473018327,16.2652302877591,-2.37654674088225,1.95099003838665,0.00314064150483441
2457400.59725926,25937.1823399066,33242.4584565129,17.3204750747549,-2.42383966503122,1.89189155498116,0.00311049298499371
2457400.60116667,25111.1173461435,33871.0235422378,18.3652230613033,-2.46966303314752,1.831647322888,0.00307845981787906
2457400.60507407,24269.834358598,34479.0619043384,19.3988412446759,-2.51398910925226,1.77029388991121,0.00304456147121383
2457400.60898148,23413.8434171916,35066.205340514,20.4207033855266,-2.55679106678776,1.7078684744595,0.0030088185426573
2457400.61288889,22543.6634626978,35632.0983234153,21.4301903872461,-2.59804300479703,1.64440894288877,0.00297125274718277
2457400.6167963,21659.822021607,36176.3982155116,22.4266906709416,-2.63771996353719,1.57995378645585,0.00293188690377937
2457400.6207037,20762.8548858188,36698.7754761146,23.4096005458138,-2.67579793951773,1.51454209789767,0.00289074492148621
2457400.62461111,19853.305787354,37198.9138604334,24.3783245747074,-2.71225389995455,1.44821354765031,0.00284785178476744
2457400.62851852,18931.7260682879,37676.5106105429,25.3322759346141,-2.74706579663136,1.38100835972257,0.0028032335382376
2457400.63242593,17998.6743461046,38131.2766381507,26.2708767719113,-2.78021257916019,1.31296728723885,0.00275691727074676
2457400.63633333,17054.7161746778,38562.9366990536,27.1935585521207,-2.81167420763323,1.24413158766643,0.00270893109883541
2457400.64024074,16100.4237010829,38971.2295591794,28.0997624039759,-2.84143166465864,1.1745429977423,0.00265930414956946
2457400.64414815,15136.3753184521,39355.9081521159,28.9889394575931,-2.86946696677322,1.10424370811493,0.00260806654276611
